Hour,Day,Weather,Holiday,Zone,Traffic
17,6,0,0,9,475
17,6,0,0,10,572
17,6,0,0,11,526
17,6,0,0,12,500
17,6,0,0,13,472
17,6,0,0,14,451
17,6,0,0,15,495
18,6,0,0,0,459
18,6,0,0,1,529
18,6,0,0,2,463
18,6,0,0,3,512
18,6,0,0,4,465
18,6,0,0,5,435
18,6,0,0,6,477
18,6,0,0,7,455
18,6,0,0,8,553
18,6,0,0,9,431
18,6,0,0,10,508
18,6,0,0,11,458
18,6,0,0,12,474
18,6,0,0,13,408
18,6,0,0,14,388
18,6,0,0,15,430
19,6,0,0,0,379
19,6,0,0,1,384
19,6,0,0,2,382
19,6,0,0,3,414
19,6,0,0,4,414
19,6,0,0,5,383
19,6,0,0,6,378
19,6,0,0,7,410
19,6,0,0,8,411
19,6,0,0,9,392
19,6,0,0,10,421
19,6,0,0,11,378
19,6,0,0,12,361
19,6,0,0,13,367
19,6,0,0,14,333
19,6,0,0,15,386
20,6,0,0,0,352
20,6,0,0,1,428
20,6,0,0,2,365
20,6,0,0,3,403
20,6,0,0,4,381
20,6,0,0,5,336
20,6,0,0,6,374
20,6,0,0,7,403
20,6,0,0,8,399
20,6,0,0,9,335
20,6,0,0,10,417
20,6,0,0,11,372
20,6,0,0,12,344
20,6,0,0,13,337
20,6,0,0,14,309
20,6,0,0,15,342
21,6,0,0,0,296
21,6,0,0,1,330
21,6,0,0,2,281
21,6,0,0,3,323
21,6,0,0,4,295
21,6,0,0,5,265
21,6,0,0,6,303
21,6,0,0,7,317
21,6,0,0,8,329
21,6,0,0,9,299
21,6,0,0,10,337
21,6,0,0,11,316
21,6,0,0,12,290
21,6,0,0,13,242
21,6,0,0,14,255
21,6,0,0,15,289
22,6,0,0,0,190
22,6,0,0,1,217
22,6,0,0,2,196
22,6,0,0,3,210
22,6,0,0,4,192
22,6,0,0,5,175
22,6,0,0,6,163
22,6,0,0,7,190
22,6,0,0,8,197
22,6,0,0,9,186
22,6,0,0,10,210
22,6,0,0,11,198
22,6,0,0,12,186
22,6,0,0,13,168
22,6,0,0,14,175
22,6,0,0,15,178
23,6,0,0,0,108
23,6,0,0,1,132
23,6,0,0,2,106
23,6,0,0,3,118
23,6,0,0,4,114
23,6,0,0,5,103
23,6,0,0,6,113
23,6,0,0,7,118
23,6,0,0,8,130
23,6,0,0,9,108
23,6,0,0,10,130
23,6,0,0,11,108
23,6,0,0,12,99
23,6,0,0,13,95
23,6,0,0,14,96
23,6,0,0,15,110
0,7,0,1,0,55
0,7,0,1,1,62
0,7,0,1,2,53
0,7,0,1,3,56
0,7,0,1,4,55
0,7,0,1,5,54
0,7,0,1,6,54
0,7,0,1,7,55
0,7,0,1,8,64
0,7,0,1,9,53
0,7,0,1,10,65
0,7,0,1,11,60
0,7,0,1,12,52
0,7,0,1,13,47
0,7,0,1,14,51
0,7,0,1,15,53
1,7,0,1,0,41
1,7,0,1,1,49
1,7,0,1,2,39
1,7,0,1,3,44
1,7,0,1,4,39
1,7,0,1,5,39
1,7,0,1,6,40
1,7,0,1,7,42
1,7,0,1,8,45
1,7,0,1,9,39
1,7,0,1,10,43
1,7,0,1,11,43
1,7,0,1,12,40
1,7,0,1,13,35
1,7,0,1,14,35
1,7,0,1,15,39
2,7,0,1,0,23
2,7,0,1,1,28
2,7,0,1,2,22
2,7,0,1,3,28
2,7,0,1,4,26
2,7,0,1,5,23
2,7,0,1,6,22
2,7,0,1,7,23
2,7,0,1,8,27
2,7,0,1,9,26
2,7,0,1,10,27
2,7,0,1,11,26
2,7,0,1,12,23
2,7,0,1,13,22
2,7,0,1,14,22
2,7,0,1,15,23
3,7,0,1,0,21
3,7,0,1,1,25
3,7,0,1,2,20
3,7,0,1,3,24
3,7,0,1,4,22
3,7,0,1,5,20
3,7,0,1,6,21
3,7,0,1,7,21
3,7,0,1,8,23
3,7,0,1,9,20
3,7,0,1,10,24
3,7,0,1,11,21
3,7,0,1,12,18
3,7,0,1,13,17
3,7,0,1,14,17
3,7,0,1,15,20
4,7,0,1,0,17
4,7,0,1,1,20
4,7,0,1,2,17
4,7,0,1,3,19
4,7,0,1,4,16
4,7,0,1,5,16
4,7,0,1,6,17
4,7,0,1,7,19
4,7,0,1,8,20
4,7,0,1,9,16
4,7,0,1,10,19
4,7,0,1,11,17
4,7,0,1,12,17
4,7,0,1,13,16
4,7,0,1,14,15
4,7,0,1,15,16
5,7,0,1,0,26
5,7,0,1,1,30
5,7,0,1,2,25
5,7,0,1,3,28
5,7,0,1,4,27
5,7,0,1,5,24
5,7,0,1,6,25
5,7,0,1,7,28
5,7,0,1,8,30
5,7,0,1,9,24
5,7,0,1,10,28
5,7,0,1,11,27
5,7,0,1,12,25
5,7,0,1,13,23
5,7,0,1,14,24
5,7,0,1,15,25
6,7,0,1,0,62
6,7,0,1,1,74
6,7,0,1,2,60
6,7,0,1,3,68
6,7,0,1,4,62
6,7,0,1,5,62
6,7,0,1,6,64
6,7,0,1,7,65
6,7,0,1,8,71
6,7,0,1,9,65
6,7,0,1,10,68
6,7,0,1,11,66
6,7,0,1,12,62
6,7,0,1,13,53
6,7,0,1,14,56
6,7,0,1,15,56
7,7,0,1,0,97
7,7,0,1,1,103
7,7,0,1,2,86
7,7,0,1,3,100
7,7,0,1,4,94
7,7,0,1,5,83
7,7,0,1,6,94
7,7,0,1,7,88
7,7,0,1,8,99
7,7,0,1,9,90
7,7,0,1,10,107
7,7,0,1,11,101
7,7,0,1,12,92
7,7,0,1,13,83
7,7,0,1,14,72
7,7,0,1,15,89
8,7,0,1,0,185
8,7,0,1,1,203
8,7,0,1,2,178
8,7,0,1,3,213
8,7,0,1,4,179
8,7,0,1,5,166
8,7,0,1,6,189
8,7,0,1,7,187
8,7,0,1,8,196
8,7,0,1,9,193
8,7,0,1,10,209
8,7,0,1,11,187
8,7,0,1,12,166
8,7,0,1,13,180
8,7,0,1,14,158
8,7,0,1,15,184
9,7,0,1,0,225
9,7,0,1,1,285
9,7,0,1,2,243
9,7,0,1,3,230
9,7,0,1,4,244
9,7,0,1,5,218
9,7,0,1,6,220
9,7,0,1,7,242
9,7,0,1,8,245
9,7,0,1,9,225
9,7,0,1,10,251
9,7,0,1,11,234
9,7,0,1,12,219
9,7,0,1,13,201
9,7,0,1,14,212
9,7,0,1,15,224
10,7,0,1,0,293
10,7,0,1,1,377
10,7,0,1,2,293
10,7,0,1,3,323
10,7,0,1,4,322
10,7,0,1,5,272
10,7,0,1,6,308
10,7,0,1,7,320
10,7,0,1,8,356
10,7,0,1,9,310
10,7,0,1,10,356
10,7,0,1,11,311
10,7,0,1,12,277
10,7,0,1,13,297
10,7,0,1,14,245
10,7,0,1,15,270
11,7,0,1,0,398
11,7,0,1,1,482
11,7,0,1,2,364
11,7,0,1,3,421
11,7,0,1,4,381
11,7,0,1,5,390
11,7,0,1,6,371
11,7,0,1,7,391
11,7,0,1,8,456
11,7,0,1,9,412
11,7,0,1,10,444
11,7,0,1,11,422
11,7,0,1,12,386
11,7,0,1,13,358
11,7,0,1,14,328
11,7,0,1,15,386
12,7,0,1,0,399
12,7,0,1,1,441
12,7,0,1,2,405
12,7,0,1,3,429
12,7,0,1,4,404
12,7,0,1,5,373
12,7,0,1,6,383
12,7,0,1,7,426
12,7,0,1,8,420
12,7,0,1,9,379
12,7,0,1,10,440
12,7,0,1,11,438
12,7,0,1,12,393
12,7,0,1,13,336
12,7,0,1,14,361
12,7,0,1,15,398
13,7,0,1,0,286
13,7,0,1,1,351
13,7,0,1,2,305
13,7,0,1,3,300
13,7,0,1,4,320
13,7,0,1,5,250
13,7,0,1,6,282
13,7,0,1,7,294
13,7,0,1,8,339
13,7,0,1,9,301
13,7,0,1,10,336
13,7,0,1,11,283
13,7,0,1,12,283
13,7,0,1,13,267
13,7,0,1,14,232
13,7,0,1,15,251
14,7,0,1,0,318
14,7,0,1,1,391
14,7,0,1,2,340
14,7,0,1,3,363
14,7,0,1,4,328
14,7,0,1,5,345
14,7,0,1,6,349
14,7,0,1,7,345
14,7,0,1,8,375
14,7,0,1,9,340
14,7,0,1,10,362
14,7,0,1,11,355
14,7,0,1,12,304
14,7,0,1,13,305
14,7,0,1,14,278
14,7,0,1,15,307
15,7,0,1,0,336
15,7,0,1,1,359
15,7,0,1,2,325
15,7,0,1,3,368
15,7,0,1,4,350
15,7,0,1,5,291
15,7,0,1,6,336
15,7,0,1,7,352
15,7,0,1,8,395
15,7,0,1,9,324
15,7,0,1,10,342
15,7,0,1,11,333
15,7,0,1,12,304
15,7,0,1,13,313
15,7,0,1,14,258
15,7,0,1,15,313
16,7,0,1,0,362
16,7,0,1,1,384
16,7,0,1,2,327
16,7,0,1,3,402
16,7,0,1,4,366
16,7,0,1,5,336
16,7,0,1,6,334
16,7,0,1,7,366
16,7,0,1,8,377
16,7,0,1,9,366
16,7,0,1,10,439
16,7,0,1,11,372
16,7,0,1,12,326
16,7,0,1,13,287
16,7,0,1,14,284
16,7,0,1,15,355
17,7,0,1,0,366
17,7,0,1,1,444
17,7,0,1,2,354
17,7,0,1,3,382
17,7,0,1,4,374
17,7,0,1,5,333
17,7,0,1,6,349
17,7,0,1,7,379
17,7,0,1,8,407
17,7,0,1,9,388
17,7,0,1,10,411
17,7,0,1,11,390
17,7,0,1,12,327
17,7,0,1,13,333
17,7,0,1,14,302
17,7,0,1,15,347
18,7,0,1,0,385
18,7,0,1,1,436
18,7,0,1,2,368
18,7,0,1,3,393
18,7,0,1,4,392
18,7,0,1,5,316
18,7,0,1,6,370
18,7,0,1,7,352
18,7,0,1,8,388
18,7,0,1,9,359
18,7,0,1,10,416
18,7,0,1,11,349
18,7,0,1,12,329
18,7,0,1,13,322
18,7,0,1,14,303
18,7,0,1,15,347
19,7,0,1,0,314
19,7,0,1,1,360
19,7,0,1,2,319
19,7,0,1,3,338
19,7,0,1,4,344
19,7,0,1,5,315
19,7,0,1,6,317
19,7,0,1,7,364
19,7,0,1,8,355
19,7,0,1,9,322
19,7,0,1,10,375
19,7,0,1,11,349
19,7,0,1,12,325
19,7,0,1,13,300
19,7,0,1,14,293
19,7,0,1,15,301
20,7,0,1,0,303
20,7,0,1,1,313
20,7,0,1,2,276
20,7,0,1,3,321
20,7,0,1,4,267
20,7,0,1,5,279
20,7,0,1,6,298
20,7,0,1,7,292
20,7,0,1,8,318
20,7,0,1,9,274
20,7,0,1,10,317
20,7,0,1,11,293
20,7,0,1,12,266
20,7,0,1,13,254
20,7,0,1,14,246
20,7,0,1,15,271
21,7,0,1,0,208
21,7,0,1,1,235
21,7,0,1,2,200
21,7,0,1,3,208
21,7,0,1,4,200
21,7,0,1,5,187
21,7,0,1,6,206
21,7,0,1,7,223
21,7,0,1,8,215
21,7,0,1,9,200
21,7,0,1,10,219
21,7,0,1,11,212
21,7,0,1,12,204
21,7,0,1,13,184
21,7,0,1,14,178
21,7,0,1,15,207
22,7,0,1,0,139
22,7,0,1,1,157
22,7,0,1,2,141
22,7,0,1,3,153
22,7,0,1,4,136
22,7,0,1,5,133
22,7,0,1,6,138
22,7,0,1,7,147
22,7,0,1,8,161
22,7,0,1,9,141
22,7,0,1,10,154
22,7,0,1,11,150
22,7,0,1,12,128
22,7,0,1,13,120
22,7,0,1,14,105
22,7,0,1,15,132
23,7,0,1,0,87
23,7,0,1,1,109
23,7,0,1,2,97
23,7,0,1,3,99
23,7,0,1,4,101
23,7,0,1,5,89
23,7,0,1,6,95
23,7,0,1,7,101
23,7,0,1,8,111
23,7,0,1,9,95
23,7,0,1,10,104
23,7,0,1,11,97
23,7,0,1,12,93
23,7,0,1,13,83
23,7,0,1,14,82
23,7,0,1,15,89
0,1,0,0,0,40
0,1,0,0,1,48
0,1,0,0,2,36
0,1,0,0,3,43
0,1,0,0,4,43
0,1,0,0,5,38
0,1,0,0,6,39
0,1,0,0,7,39
0,1,0,0,8,44
0,1,0,0,9,40
0,1,0,0,10,44
0,1,0,0,11,41
0,1,0,0,12,36
0,1,0,0,13,36
0,1,0,0,14,35
0,1,0,0,15,38
1,1,0,0,0,32
1,1,0,0,1,40
1,1,0,0,2,32
1,1,0,0,3,37
1,1,0,0,4,36
1,1,0,0,5,31
1,1,0,0,6,35
1,1,0,0,7,35
1,1,0,0,8,36
1,1,0,0,9,32
1,1,0,0,10,39
1,1,0,0,11,35
1,1,0,0,12,30
1,1,0,0,13,30
1,1,0,0,14,29
1,1,0,0,15,31
2,1,0,0,0,21
2,1,0,0,1,26
2,1,0,0,2,21
2,1,0,0,3,24
2,1,0,0,4,21
2,1,0,0,5,20
2,1,0,0,6,22
2,1,0,0,7,23
2,1,0,0,8,23
2,1,0,0,9,20
2,1,0,0,10,24
2,1,0,0,11,21
2,1,0,0,12,20
2,1,0,0,13,20
2,1,0,0,14,18
2,1,0,0,15,19
3,1,0,0,0,16
3,1,0,0,1,20
3,1,0,0,2,16
3,1,0,0,3,20
3,1,0,0,4,20
3,1,0,0,5,16
3,1,0,0,6,17
3,1,0,0,7,17
3,1,0,0,8,19
3,1,0,0,9,19
3,1,0,0,10,19
3,1,0,0,11,18
3,1,0,0,12,16
3,1,0,0,13,16
3,1,0,0,14,13
3,1,0,0,15,16
4,1,0,0,0,23
4,1,0,0,1,27
4,1,0,0,2,21
4,1,0,0,3,26
4,1,0,0,4,21
4,1,0,0,5,22
4,1,0,0,6,22
4,1,0,0,7,22
4,1,0,0,8,24
4,1,0,0,9,22
4,1,0,0,10,25
4,1,0,0,11,22
4,1,0,0,12,21
4,1,0,0,13,19
4,1,0,0,14,18
4,1,0,0,15,20
5,1,0,0,0,68
5,1,0,0,1,79
5,1,0,0,2,72
5,1,0,0,3,66
5,1,0,0,4,71
5,1,0,0,5,64
5,1,0,0,6,69
5,1,0,0,7,72
5,1,0,0,8,75
5,1,0,0,9,67
5,1,0,0,10,73
5,1,0,0,11,71
5,1,0,0,12,59
5,1,0,0,13,63
5,1,0,0,14,58
5,1,0,0,15,63
6,1,0,0,0,179
6,1,0,0,1,226
6,1,0,0,2,179
6,1,0,0,3,181
6,1,0,0,4,182
6,1,0,0,5,167
6,1,0,0,6,164
6,1,0,0,7,169
6,1,0,0,8,192
6,1,0,0,9,176
6,1,0,0,10,180
6,1,0,0,11,173
6,1,0,0,12,167
6,1,0,0,13,156
6,1,0,0,14,156
6,1,0,0,15,154
7,1,0,0,0,297
7,1,0,0,1,378
7,1,0,0,2,308
7,1,0,0,3,350
7,1,0,0,4,336
7,1,0,0,5,306
7,1,0,0,6,312
7,1,0,0,7,343
7,1,0,0,8,360
7,1,0,0,9,337
7,1,0,0,10,362
7,1,0,0,11,324
7,1,0,0,12,288
7,1,0,0,13,293
7,1,0,0,14,266
7,1,0,0,15,292
8,1,0,0,0,542
8,1,0,0,1,606
8,1,0,0,2,512
8,1,0,0,3,534
8,1,0,0,4,552
8,1,0,0,5,491
8,1,0,0,6,499
8,1,0,0,7,540
8,1,0,0,8,541
8,1,0,0,9,479
8,1,0,0,10,554
8,1,0,0,11,543
8,1,0,0,12,491
8,1,0,0,13,488
8,1,0,0,14,430
8,1,0,0,15,502
9,1,0,0,0,605
9,1,0,0,1,697
9,1,0,0,2,580
9,1,0,0,3,648
9,1,0,0,4,618
9,1,0,0,5,566
9,1,0,0,6,586
9,1,0,0,7,589
9,1,0,0,8,675
9,1,0,0,9,576
9,1,0,0,10,646
9,1,0,0,11,615
9,1,0,0,12,586
9,1,0,0,13,548
9,1,0,0,14,507
9,1,0,0,15,557
10,1,0,0,0,412
10,1,0,0,1,434
10,1,0,0,2,377
10,1,0,0,3,426
10,1,0,0,4,453
10,1,0,0,5,408
10,1,0,0,6,411
10,1,0,0,7,423
10,1,0,0,8,418
10,1,0,0,9,402
10,1,0,0,10,442
10,1,0,0,11,403
10,1,0,0,12,385
10,1,0,0,13,358
10,1,0,0,14,360
10,1,0,0,15,353
11,1,0,0,0,358
11,1,0,0,1,432
11,1,0,0,2,347
11,1,0,0,3,398
11,1,0,0,4,376
11,1,0,0,5,339
11,1,0,0,6,357
11,1,0,0,7,377
11,1,0,0,8,398
11,1,0,0,9,364
11,1,0,0,10,406
11,1,0,0,11,370
11,1,0,0,12,370
11,1,0,0,13,337
11,1,0,0,14,311
11,1,0,0,15,350
12,1,0,0,0,340
12,1,0,0,1,384
12,1,0,0,2,349
12,1,0,0,3,366
12,1,0,0,4,354
12,1,0,0,5,322
12,1,0,0,6,385
12,1,0,0,7,349
12,1,0,0,8,357
12,1,0,0,9,322
12,1,0,0,10,401
12,1,0,0,11,378
12,1,0,0,12,320
12,1,0,0,13,330
12,1,0,0,14,308
12,1,0,0,15,327
13,1,0,0,0,362
13,1,0,0,1,417
13,1,0,0,2,341
13,1,0,0,3,378
13,1,0,0,4,394
13,1,0,0,5,338
13,1,0,0,6,362
13,1,0,0,7,373
13,1,0,0,8,400
13,1,0,0,9,352
13,1,0,0,10,410
13,1,0,0,11,376
13,1,0,0,12,338
13,1,0,0,13,311
13,1,0,0,14,309
13,1,0,0,15,334
14,1,0,0,0,380
14,1,0,0,1,494
14,1,0,0,2,391
14,1,0,0,3,442
14,1,0,0,4,466
14,1,0,0,5,372
14,1,0,0,6,393
14,1,0,0,7,422
14,1,0,0,8,442
14,1,0,0,9,419
14,1,0,0,10,448
14,1,0,0,11,434
14,1,0,0,12,367
14,1,0,0,13,343
14,1,0,0,14,349
14,1,0,0,15,363
15,1,0,0,0,319
15,1,0,0,1,397
15,1,0,0,2,325
15,1,0,0,3,340
15,1,0,0,4,376
15,1,0,0,5,306
15,1,0,0,6,330
15,1,0,0,7,345
15,1,0,0,8,387
15,1,0,0,9,339
15,1,0,0,10,364
15,1,0,0,11,343
15,1,0,0,12,316
15,1,0,0,13,313
15,1,0,0,14,276
15,1,0,0,15,344
16,1,0,0,0,493
16,1,0,0,1,576
16,1,0,0,2,499
16,1,0,0,3,540
16,1,0,0,4,531
16,1,0,0,5,475
16,1,0,0,6,532
16,1,0,0,7,523
16,1,0,0,8,564
16,1,0,0,9,509
16,1,0,0,10,608
16,1,0,0,11,544
16,1,0,0,12,493
16,1,0,0,13,445
16,1,0,0,14,429
16,1,0,0,15,469
17,1,0,0,0,718
17,1,0,0,1,853
17,1,0,0,2,719
17,1,0,0,3,779
17,1,0,0,4,790
17,1,0,0,5,703
17,1,0,0,6,805
17,1,0,0,7,814
17,1,0,0,8,884
17,1,0,0,9,763
17,1,0,0,10,826
17,1,0,0,11,794
17,1,0,0,12,701
17,1,0,0,13,723
17,1,0,0,14,657
17,1,0,0,15,718
18,1,1,0,0,650
18,1,1,0,1,706
18,1,1,0,2,572
18,1,1,0,3,639
18,1,1,0,4,590
18,1,1,0,5,595
18,1,1,0,6,581
18,1,1,0,7,636
18,1,1,0,8,716
18,1,1,0,9,589
18,1,1,0,10,677
18,1,1,0,11,599
18,1,1,0,12,570
18,1,1,0,13,610
18,1,1,0,14,543
18,1,1,0,15,573
19,1,0,0,0,737
19,1,0,0,1,847
19,1,0,0,2,749
19,1,0,0,3,767
19,1,0,0,4,736
19,1,0,0,5,712
19,1,0,0,6,699
19,1,0,0,7,788
19,1,0,0,8,829
19,1,0,0,9,680
19,1,0,0,10,833
19,1,0,0,11,714
19,1,0,0,12,721
19,1,0,0,13,663
19,1,0,0,14,685
19,1,0,0,15,732
20,1,0,0,0,439
20,1,0,0,1,506
20,1,0,0,2,486
20,1,0,0,3,492
20,1,0,0,4,490
20,1,0,0,5,428
20,1,0,0,6,450
20,1,0,0,7,472
20,1,0,0,8,535
20,1,0,0,9,459
20,1,0,0,10,491
20,1,0,0,11,504
20,1,0,0,12,428
20,1,0,0,13,406
20,1,0,0,14,349
20,1,0,0,15,444
21,1,0,0,0,365
21,1,0,0,1,425
21,1,0,0,2,365
21,1,0,0,3,411
21,1,0,0,4,397
21,1,0,0,5,352
21,1,0,0,6,385
21,1,0,0,7,386
21,1,0,0,8,411
21,1,0,0,9,374
21,1,0,0,10,397
21,1,0,0,11,391
21,1,0,0,12,333
21,1,0,0,13,325
21,1,0,0,14,297
21,1,0,0,15,352
22,1,0,0,0,210
22,1,0,0,1,263
22,1,0,0,2,208
22,1,0,0,3,216
22,1,0,0,4,209
22,1,0,0,5,196
22,1,0,0,6,200
22,1,0,0,7,209
22,1,0,0,8,241
22,1,0,0,9,213
22,1,0,0,10,217
22,1,0,0,11,207
22,1,0,0,12,193
22,1,0,0,13,192
22,1,0,0,14,186
22,1,0,0,15,217
23,1,0,0,0,102
23,1,0,0,1,114
23,1,0,0,2,99
23,1,0,0,3,107
23,1,0,0,4,93
23,1,0,0,5,96
23,1,0,0,6,99
23,1,0,0,7,110
23,1,0,0,8,113
23,1,0,0,9,95
23,1,0,0,10,112
23,1,0,0,11,96
23,1,0,0,12,91
23,1,0,0,13,94
23,1,0,0,14,86
23,1,0,0,15,99
0,2,0,1,0,61
0,2,0,1,1,72
0,2,0,1,2,63
0,2,0,1,3,64
0,2,0,1,4,65
0,2,0,1,5,54
0,2,0,1,6,57
0,2,0,1,7,64
0,2,0,1,8,63
0,2,0,1,9,61
0,2,0,1,10,67
0,2,0,1,11,65
0,2,0,1,12,57
0,2,0,1,13,54
0,2,0,1,14,53
0,2,0,1,15,55
1,2,0,1,0,38
1,2,0,1,1,44
1,2,0,1,2,38
1,2,0,1,3,44
1,2,0,1,4,39
1,2,0,1,5,36
1,2,0,1,6,36
1,2,0,1,7,40
1,2,0,1,8,44
1,2,0,1,9,39
1,2,0,1,10,43
1,2,0,1,11,41
1,2,0,1,12,38
1,2,0,1,13,36
1,2,0,1,14,35
1,2,0,1,15,39
2,2,0,1,0,30
2,2,0,1,1,36
2,2,0,1,2,31
2,2,0,1,3,34
2,2,0,1,4,31
2,2,0,1,5,28
2,2,0,1,6,27
2,2,0,1,7,31
2,2,0,1,8,32
2,2,0,1,9,29
2,2,0,1,10,33
2,2,0,1,11,31
2,2,0,1,12,28
2,2,0,1,13,28
2,2,0,1,14,23
2,2,0,1,15,28
3,2,0,1,0,22
3,2,0,1,1,27
3,2,0,1,2,21
3,2,0,1,3,23
3,2,0,1,4,23
3,2,0,1,5,20
3,2,0,1,6,20
3,2,0,1,7,22
3,2,0,1,8,23
3,2,0,1,9,22
3,2,0,1,10,24
3,2,0,1,11,22
3,2,0,1,12,20
3,2,0,1,13,20
3,2,0,1,14,19
3,2,0,1,15,19
4,2,0,1,0,17
4,2,0,1,1,21
4,2,0,1,2,19
4,2,0,1,3,21
4,2,0,1,4,19
4,2,0,1,5,18
4,2,0,1,6,19
4,2,0,1,7,17
4,2,0,1,8,20
4,2,0,1,9,18
4,2,0,1,10,20
4,2,0,1,11,20
4,2,0,1,12,17
4,2,0,1,13,16
4,2,0,1,14,15
4,2,0,1,15,17
5,2,0,1,0,23
5,2,0,1,1,29
5,2,0,1,2,24
5,2,0,1,3,27
5,2,0,1,4,23
5,2,0,1,5,21
5,2,0,1,6,23
5,2,0,1,7,27
5,2,0,1,8,28
5,2,0,1,9,23
5,2,0,1,10,27
5,2,0,1,11,25
5,2,0,1,12,21
5,2,0,1,13,23
5,2,0,1,14,20
5,2,0,1,15,22
6,2,0,1,0,58
6,2,0,1,1,66
6,2,0,1,2,61
6,2,0,1,3,60
6,2,0,1,4,62
6,2,0,1,5,60
6,2,0,1,6,62
6,2,0,1,7,65
6,2,0,1,8,70
6,2,0,1,9,66
6,2,0,1,10,67
6,2,0,1,11,64
6,2,0,1,12,57
6,2,0,1,13,57
6,2,0,1,14,52
6,2,0,1,15,62
7,2,0,1,0,115
7,2,0,1,1,132
7,2,0,1,2,115
7,2,0,1,3,124
7,2,0,1,4,119
7,2,0,1,5,107
7,2,0,1,6,109
7,2,0,1,7,116
7,2,0,1,8,119
7,2,0,1,9,116
7,2,0,1,10,121
7,2,0,1,11,116
7,2,0,1,12,110
7,2,0,1,13,106
7,2,0,1,14,91
7,2,0,1,15,107
8,2,0,1,0,175
8,2,0,1,1,189
8,2,0,1,2,153
8,2,0,1,3,187
8,2,0,1,4,170
8,2,0,1,5,148
8,2,0,1,6,165
8,2,0,1,7,182
8,2,0,1,8,178
8,2,0,1,9,182
8,2,0,1,10,182
8,2,0,1,11,174
8,2,0,1,12,151
8,2,0,1,13,152
8,2,0,1,14,144
8,2,0,1,15,150
9,2,0,1,0,225
9,2,0,1,1,280
9,2,0,1,2,246
9,2,0,1,3,261
9,2,0,1,4,228
9,2,0,1,5,222
9,2,0,1,6,212
9,2,0,1,7,248
9,2,0,1,8,243
9,2,0,1,9,222
9,2,0,1,10,260
9,2,0,1,11,244
9,2,0,1,12,217
9,2,0,1,13,222
9,2,0,1,14,206
9,2,0,1,15,225
10,2,0,1,0,334
10,2,0,1,1,433
10,2,0,1,2,373
10,2,0,1,3,383
10,2,0,1,4,375
10,2,0,1,5,289
10,2,0,1,6,342
10,2,0,1,7,376
10,2,0,1,8,404
10,2,0,1,9,328
10,2,0,1,10,385
10,2,0,1,11,323
10,2,0,1,12,335
10,2,0,1,13,291
10,2,0,1,14,313
10,2,0,1,15,345
11,2,0,1,0,347
11,2,0,1,1,385
11,2,0,1,2,352
11,2,0,1,3,349
11,2,0,1,4,332
11,2,0,1,5,327
11,2,0,1,6,341
11,2,0,1,7,362
11,2,0,1,8,378
11,2,0,1,9,369
11,2,0,1,10,391
11,2,0,1,11,362
11,2,0,1,12,331
11,2,0,1,13,326
11,2,0,1,14,306
11,2,0,1,15,334
12,2,0,1,0,292
12,2,0,1,1,368
12,2,0,1,2,312
12,2,0,1,3,350
12,2,0,1,4,328
12,2,0,1,5,308
12,2,0,1,6,299
12,2,0,1,7,328
12,2,0,1,8,336
12,2,0,1,9,319
12,2,0,1,10,329
12,2,0,1,11,333
12,2,0,1,12,283
12,2,0,1,13,283
12,2,0,1,14,283
12,2,0,1,15,303
13,2,0,1,0,294
13,2,0,1,1,372
13,2,0,1,2,323
13,2,0,1,3,349
13,2,0,1,4,337
13,2,0,1,5,302
13,2,0,1,6,312
13,2,0,1,7,315
13,2,0,1,8,351
13,2,0,1,9,299
13,2,0,1,10,345
13,2,0,1,11,331
13,2,0,1,12,301
13,2,0,1,13,324
13,2,0,1,14,260
13,2,0,1,15,300
14,2,0,1,0,325
14,2,0,1,1,400
14,2,0,1,2,324
14,2,0,1,3,356
14,2,0,1,4,338
14,2,0,1,5,298
14,2,0,1,6,321
14,2,0,1,7,339
14,2,0,1,8,374
14,2,0,1,9,337
14,2,0,1,10,369
14,2,0,1,11,341
14,2,0,1,12,294
14,2,0,1,13,308
14,2,0,1,14,279
14,2,0,1,15,325
15,2,0,1,0,313
15,2,0,1,1,383
15,2,0,1,2,331
15,2,0,1,3,350
15,2,0,1,4,333
15,2,0,1,5,319
15,2,0,1,6,333
15,2,0,1,7,336
15,2,0,1,8,344
15,2,0,1,9,332
15,2,0,1,10,357
15,2,0,1,11,343
15,2,0,1,12,314
15,2,0,1,13,275
15,2,0,1,14,285
15,2,0,1,15,318
16,2,0,1,0,325
16,2,0,1,1,435
16,2,0,1,2,359
16,2,0,1,3,365
16,2,0,1,4,357
16,2,0,1,5,341
16,2,0,1,6,362
16,2,0,1,7,361
16,2,0,1,8,412
16,2,0,1,9,328
16,2,0,1,10,382
16,2,0,1,11,338
16,2,0,1,12,325
16,2,0,1,13,342
16,2,0,1,14,332
16,2,0,1,15,341
17,2,0,1,0,368
17,2,0,1,1,398
17,2,0,1,2,353
17,2,0,1,3,415
17,2,0,1,4,361
17,2,0,1,5,335
17,2,0,1,6,362
17,2,0,1,7,381
17,2,0,1,8,398
17,2,0,1,9,363
17,2,0,1,10,419
17,2,0,1,11,407
17,2,0,1,12,344
17,2,0,1,13,329
17,2,0,1,14,334
17,2,0,1,15,338
18,2,0,1,0,372
18,2,0,1,1,425
18,2,0,1,2,355
18,2,0,1,3,365
18,2,0,1,4,371
